Номенклатура;ТМ;Артикул;Тип упаковки;Ссылка на сайт;Состав;Под заказ;Длина 1 штуки (см);Ширина 1 штуки (см);Высота 1 штуки (см);Длина 1 упаковки (см);Ширина 1 упаковки (см);Высота 1 упаковки (см);Примечание;Минимум заказа;Кратность заказа;Фасовка;Единица измерения;Картинка;Оптовая цена;Вес в граммах;Страна
"Игрушка-подушка декоративная ""Единорог"", хлопок, бирюзовая, 45 х 25 см";VamVigvam;2340056;;https://www.sima-land.ru/2340056;;Да;45.0;25.0;10.0;30.0;30.0;30.0;;1;не менее минимума;;шт;http://cdn2.static1-sima-land.com/items/1942377/0/700.jpg;690.00;280;Россия
